374,408.163265306122,4,1,1,20,1,0
23843,-333.333333333333,4,1,1,45,0,0
23894,-250,4,1,1,45,0,0
23945,-200,4,1,1,45,0,0
23996,-166.666666666667,4,1,1,45,0,0
24050,-142.857142857143,4,1,1,45,0,0
24098,-125,4,1,1,45,0,0
24149,-111.111111111111,4,1,1,45,0,0
24200,-100,4,1,1,45,0,0
24251,-90.9090909090909,4,1,1,45,0,0
24302,-83.3333333333333,4,1,1,45,0,0
24353,-76.9230769230769,4,1,1,45,0,0
24404,-66.6666666666667,4,1,1,45,0,0
24455,-200,4,1,1,45,0,0
24557,-125,4,1,1,45,0,0
24659,-83.3333333333333,4,1,1,45,0,0
24761,-66.6666666666667,4,1,1,45,0,0
24863,-125,4,1,1,45,0,0
25373,-66.6666666666667,4,1,1,45,0,0
25476,-125,4,1,1,45,0,0
26190,-66.6666666666667,4,1,1,45,0,0
26292,-125,4,1,1,45,0,0
26394,-66.6666666666667,4,1,1,45,0,0
26496,-125,4,1,1,45,0,0
26700,-66.6666666666667,4,1,1,45,0,0
26802,-125,4,1,1,45,0,0
27006,-66.6666666666667,4,1,1,45,0,0
27108,-125,4,1,1,45,0,0
27312,-66.6666666666667,4,1,1,45,0,0
27414,-125,4,1,1,45,0,0
27618,-66.6666666666667,4,1,1,45,0,0
27720,-125,4,1,1,45,0,0
28027,-66.6666666666667,4,1,1,45,0,0
28129,-100,4,1,1,45,0,0
31190,-125,4,1,1,45,0,0
31343,-62.5,4,1,1,45,0,0
31394,-100,4,1,1,45,0,0
33843,-90.9090909090909,4,1,1,45,0,0
33911,-111.111111111111,4,1,1,45,0,0
33979,-83.3333333333333,4,1,1,45,0,0
34047,-125,4,1,1,45,0,0
34115,-76.9230769230769,4,1,1,45,0,0
34183,-142.857142857143,4,1,1,45,0,0
34251,-71.4285714285714,4,1,1,45,0,0
34319,-166.666666666667,4,1,1,45,0,0
34387,-66.6666666666667,4,1,1,45,0,0
34455,-200,4,1,1,45,0,0
34523,-66.6666666666667,4,1,1,45,0,0
34591,-200,4,1,1,45,0,0
34659,-100,4,1,1,45,0,0
37516,-52.6315789473684,4,1,1,45,0,0
37567,-1000,4,1,1,45,0,0
37618,-52.6315789473684,4,1,1,45,0,0
37669,-1000,4,1,1,45,0,0
37720,-52.6315789473684,4,1,1,45,0,0
37746,-1000,4,1,1,45,0,0
37771,-52.6315789473684,4,1,1,45,0,0
37797,-1000,4,1,1,45,0,0
37822,-52.6315789473684,4,1,1,45,0,0
37848,-1000,4,1,1,45,0,0
37873,-52.6315789473684,4,1,1,45,0,0
37899,-1000,4,1,1,45,0,0
37925,-100,4,1,1,45,0,0
40373,-62.5,4,1,1,45,0,0
40442,-250,4,1,1,45,0,0
40510,-62.5,4,1,1,45,0,0
40578,-250,4,1,1,45,0,0
40646,-62.5,4,1,1,45,0,0
40714,-250,4,1,1,45,0,0
40782,-62.5,4,1,1,45,0,0
40850,-250,4,1,1,45,0,0
40918,-62.5,4,1,1,45,0,0
40986,-250,4,1,1,45,0,0
41054,-62.5,4,1,1,45,0,0
41122,-250,4,1,1,45,0,0
41190,-100,4,1,1,45,0,0
46904,-125,4,1,1,45,0,0
47108,-66.6666666666667,4,1,1,45,0,0
47210,-125,4,1,1,45,0,0
47414,-66.6666666666667,4,1,1,45,0,0
47516,-125,4,1,1,45,0,0
47720,-100,4,1,1,45,0,0
50986,-105.263157894737,4,1,1,45,0,0
52210,-55.5555555555556,4,1,1,45,0,0
52261,-1000,4,1,1,45,0,0
52312,-55.5555555555556,4,1,1,45,0,0
