osu file format v14

[General]
AudioFilename: Rawtekk - Amber's Love Was Like A Marble (Billain Remix).mp3
AudioLeadIn: 0
PreviewTime: 88064
Countdown: 0
SampleSet: None
StackLeniency: 0.7
Mode: 3
LetterboxInBreaks: 1
SpecialStyle: 0
WidescreenStoryboard: 1

[Editor]
Bookmarks: 22361,61431,67012,87942,133989,178640,223291,267942,290268,312594,323408
DistanceSpacing: 0.2
BeatDivisor: 16
GridSize: 32
TimelineZoom: 2.2

[Metadata]
Title:Amber's Love Was Like A Marble (Billain Remix)
TitleUnicode:Amber's Love Was Like A Marble (Billain Remix)
Artist:Rawtekk
ArtistUnicode:Rawtekk
Creator:Evening
Version:corrupted vip
Source:
Tags:
BeatmapID:1770223
BeatmapSetID:846403

[Difficulty]
HPDrainRate:8.5
CircleSize:4
OverallDifficulty:7
ApproachRate:9.5
SliderMultiplier:2.5
SliderTickRate:1

[Events]
//Background and Video events
0,0,"BG.jpg",0,0
//Break Periods
2,70,61464
2,178673,200301
2,312627,323441
//Storyboard Layer 0 (Background)
//Storyboard Layer 1 (Fail)
//Storyboard Layer 2 (Pass)
//Storyboard Layer 3 (Foreground)
//Storyboard Sound Samples

[TimingPoints]
0,348.837209302326,4,2,0,20,1,0
0,-200,4,2,0,20,0,0
69,0.1,4,2,0,20,1,0
70,348.837209302326,4,2,0,20,1,0
70,-200,4,2,0,20,0,0
5476,-1000,4,2,0,20,0,0
5622,-40,4,2,0,20,0,0
5651,-200,4,2,0,20,0,0
11080,-333.333333333333,4,2,0,20,0,0
11210,-58.8235294117647,4,2,0,20,0,0
11232,-200,4,2,0,20,0,0
11301.78,-196.078431372549,4,2,0,20,0,0
11371.56,-192.307692307692,4,2,0,20,0,0
11441.34,-188.679245283019,4,2,0,20,0,0
11511.12,-185.185185185185,4,2,0,20,0,0
11580.9,-181.818181818182,4,2,0,20,0,0
11650.68,-178.571428571429,4,2,0,20,0,0
11720.46,-175.438596491228,4,2,0,20,0,0
11790.24,-172.413793103448,4,2,0,20,0,0
11860.02,-169.491525423729,4,2,0,20,0,0
11929.8,-166.666666666667,4,2,0,20,0,0
11999.58,-163.934426229508,4,2,0,20,0,0
12069.36,-161.290322580645,4,2,0,20,0,0
12139.14,-158.730158730159,4,2,0,20,0,0
12208.92,-156.25,4,2,0,20,0,0
12278.7,-153.846153846154,4,2,0,20,0,0
12348.48,-151.515151515152,4,2,0,20,0,0
12418.26,-149.253731343284,4,2,0,20,0,0
12488.04,-147.058823529412,4,2,0,20,0,0
12557.82,-144.927536231884,4,2,0,20,0,0
12627.6,-142.857142857143,4,2,0,20,0,0
12697.38,-140.845070422535,4,2,0,20,0,0
12767.16,-138.888888888889,4,2,0,20,0,0
12836.94,-136.986301369863,4,2,0,20,0,0
12906.72,-135.135135135135,4,2,0,20,0,0
12976.5,-133.333333333333,4,2,0,20,0,0
13046.28,-131.578947368421,4,2,0,20,0,0
13116.06,-129.87012987013,4,2,0,20,0,0
13185.84,-128.205128205128,4,2,0,20,0,0
13255.62,-126.582278481013,4,2,0,20,0,0
13325.4,-125,4,2,0,20,0,0
13395.18,-123.456790123457,4,2,0,20,0,0
13464.96,-121.951219512195,4,2,0,20,0,0
13534.74,-120.481927710843,4,2,0,20,0,0
13604.52,-119.047619047619,4,2,0,20,0,0
13674.3,-117.647058823529,4,2,0,20,0,0
13744.08,-116.279069767442,4,2,0,20,0,0
13813.86,-114.942528735632,4,2,0,20,0,0
13883.64,-113.636363636364,4,2,0,20,0,0
13953.42,-112.359550561798,4,2,0,20,0,0
14023.2,-111.111111111111,4,2,0,20,0,0
14092.98,-109.89010989011,4,2,0,20,0,0
14162.76,-108.695652173913,4,2,0,20,0,0
14232.54,-107.52688172043,4,2,0,20,0,0
14302.32,-106.382978723404,4,2,0,20,0,0
14372.1,-105.263157894737,4,2,0,20,0,0
14441.88,-104.166666666667,4,2,0,20,0,0
14511.66,-103.092783505155,4,2,0,20,0,0
14581.44,-102.040816326531,4,2,0,20,0,0
14651.22,-101.010101010101,4,2,0,20,0,0
14721,-100,4,2,0,20,0,0
14790.75,-99.009900990099,4,2,0,20,0,0
14860.5,-98.0392156862745,4,2,0,20,0,0
14930.25,-97.0873786407767,4,2,0,20,0,0
15000,-96.1538461538461,4,2,0,20,0,0
15069.75,-95.2380952380952,4,2,0,20,0,0
15139.5,-94.3396226415094,4,2,0,20,0,0
15209.25,-93.4579439252336,4,2,0,20,0,0
15279,-92.5925925925926,4,2,0,20,0,0
15348.75,-91.743119266055,4,2,0,20,0,0
15418.5,-90.9090909090909,4,2,0,20,0,0
15488.25,-90.0900900900901,4,2,0,20,0,0
15558,-89.2857142857143,4,2,0,20,0,0
15627.75,-88.495575221239,4,2,0,20,0,0
15697.5,-87.719298245614,4,2,0,20,0,0
15767.25,-86.9565217391304,4,2,0,20,0,0
15837,-86.2068965517241,4,2,0,20,0,0
15906.75,-85.4700854700855,4,2,0,20,0,0
15976.5,-84.7457627118644,4,2,0,20,0,0
16046.25,-84.0336134453782,4,2,0,20,0,0
16116,-83.3333333333333,4,2,0,20,0,0
16150.9,-84.0336134453782,4,2,0,20,0,0
16185.8,-84.7457627118644,4,2,0,20,0,0
16220.7,-85.4700854700855,4,2,0,20,0,0
16255.6,-86.2068965517241,4,2,0,20,0,0
16290.5,-86.9565217391304,4,2,0,20,0,0
16325.4,-87.719298245614,4,2,0,20,0,0
16360.3,-88.495575221239,4,2,0,20,0,0
16395.2,-89.2857142857143,4,2,0,20,0,0
16430.1,-90.0900900900901,4,2,0,20,0,0
16465,-90.9090909090909,4,2,0,20,0,0
16499.9,-91.743119266055,4,2,0,20,0,0
16534.8,-92.5925925925926,4,2,0,20,0,0
16569.7,-93.4579439252336,4,2,0,20,0,0
16604.6,-94.3396226415094,4,2,0,20,0,0
16639.5,-95.2380952380952,4,2,0,20,0,0
16674.4,-96.1538461538461,4,2,0,20,0,0
16709.3,-97.0873786407767,4,2,0,20,0,0
16744.2,-98.0392156862745,4,2,0,20,0,0
16779.1,-99.009900990099,4,2,0,20,0,0
16814,-100,4,2,0,20,0,0
16883.75,-101.010101010101,4,2,0,20,0,0
16953.5,-102.040816326531,4,2,0,20,0,0
17023.25,-103.092783505155,4,2,0,20,0,0
17093,-104.166666666667,4,2,0,20,0,0
17162.75,-105.263157894737,4,2,0,20,0,0
17232.5,-106.382978723404,4,2,0,20,0,0
17302.25,-107.52688172043,4,2,0,20,0,0
17372,-108.695652173913,4,2,0,20,0,0
17441.75,-109.89010989011,4,2,0,20,0,0
17511.5,-111.111111111111,4,2,0,20,0,0
17581.25,-112.359550561798,4,2,0,20,0,0
17651,-113.636363636364,4,2,0,20,0,0
17720.75,-114.942528735632,4,2,0,20,0,0
17790.5,-116.279069767442,4,2,0,20,0,0
17860.25,-117.647058823529,4,2,0,20,0,0
17930,-119.047619047619,4,2,0,20,0,0
17999.75,-120.481927710843,4,2,0,20,0,0
18069.5,-121.951219512195,4,2,0,20,0,0
18139.25,-123.456790123457,4,2,0,20,0,0
18209,-125,4,2,0,20,0,0
19256,-125,4,2,0,20,0,0
19262.96,-123.456790123457,4,2,0,20,0,0
19269.92,-121.951219512195,4,2,0,20,0,0
19276.88,-120.481927710843,4,2,0,20,0,0
19283.84,-119.047619047619,4,2,0,20,0,0
19290.8,-117.647058823529,4,2,0,20,0,0
19297.76,-116.279069767442,4,2,0,20,0,0
19304.72,-114.942528735632,4,2,0,20,0,0
19311.68,-113.636363636364,4,2,0,20,0,0
19318.64,-112.359550561798,4,2,0,20,0,0
19325.6,-111.111111111111,4,2,0,20,0,0
19332.56,-109.89010989011,4,2,0,20,0,0
19339.52,-108.695652173913,4,2,0,20,0,0
19346.48,-107.52688172043,4,2,0,20,0,0
19353.44,-106.382978723404,4,2,0,20,0,0
19360.4,-105.263157894737,4,2,0,20,0,0
19367.36,-104.166666666667,4,2,0,20,0,0
19374.32,-103.092783505155,4,2,0,20,0,0
19381.28,-102.040816326531,4,2,0,20,0,0
19388.24,-101.010101010101,4,2,0,20,0,0
19395.2,-100,4,2,0,20,0,0
19402.16,-99.009900990099,4,2,0,20,0,0
19409.12,-98.0392156862745,4,2,0,20,0,0
19416.08,-97.0873786407767,4,2,0,20,0,0
19423.04,-96.1538461538461,4,2,0,20,0,0
19430,-95.2380952380952,4,2,0,20,0,0
19436.96,-94.3396226415094,4,2,0,20,0,0
19443.92,-93.4579439252336,4,2,0,20,0,0
19450.88,-92.5925925925926,4,2,0,20,0,0
19457.84,-91.743119266055,4,2,0,20,0,0
19464.8,-90.9090909090909,4,2,0,20,0,0
19471.76,-90.0900900900901,4,2,0,20,0,0
19478.72,-89.2857142857143,4,2,0,20,0,0
19485.68,-88.4955752212389,4,2,0,20,0,0
19492.64,-87.719298245614,4,2,0,20,0,0
